country,question_id,title,url,saved_path,file_type,chunk_id,chunk_index,chunk_text,chunk_length_words,dimension,question,query_no,query
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_11,11,"suurem maksutulu Eesti riigile. T änu sellele kasvas sihitud riikides esmaste t aotluste osakaal ja k onversioonimäär: kui aastatel 2018–2021 k ehtinud strateegia jooksul t ulnud uutest e-residentidest on nüüds eks ettevõtte loonud 29 ,2%, siis aastatel 2022–2024 t ulnud e-residentidest on seda teinud 3 7,5%. Jätkustrateegia 2022–2025 andis t ulemuseks kvaliteetsemad kontaktid: kuigi taotluste arv vähenes ja loodud et tevõtete arv jäi samaks, suurenes maksutulu (lis a 2). L õppeval strateegiaperioodil on e-residentsuse meeskond ellu viinud kõik strateegias s õnastatud müügiarendused või neid alustanud, ära on tehtud suurel määral ka riskide maandamist puudut av osa. Samas ootab mitu olulist kasutajakogemust mõjutavat ar endust endiselt oma aega või on nendest olude sunnil loobutud. Ellu viidud tege vustest moodustas valdava osa meeskonnasisene töö. Seevastu tege vused, mille elluviimine sõltus teistest asutustest, ei ole soovitud määral õnnestunud, v .a juhul, kui need olid seotud programmist tulenevate riskide maandamisega (lis a 3 ja lis a 4). K ui soovime anda programmile uut hoogu, tuleb viia ellu ka kliendikogemust puudutavad suur emad arendused, mis olid ette nähtud jätkustrateegias 2022–2025.E-r esidentsuse strateegia põhisuunadJätk ustrateegias 2022–2025",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_12,12,"olid seotud programmist tulenevate riskide maandamisega (lis a 3 ja lis a 4). K ui soovime anda programmile uut hoogu, tuleb viia ellu ka kliendikogemust puudutavad suur emad arendused, mis olid ette nähtud jätkustrateegias 2022–2025.E-r esidentsuse strateegia põhisuunadJätk ustrateegias 2022–2025 olid tegevused jaotatud kolme põhisuunda ja nende taustal olid planeerit ud ka pidevad riskide maandamise tegevused. Iga põhisuuna eesmärk oli k lienditeekonna eri etappidel aidata potentsiaalsetel ja olemasolevatel e-residentidel s aada paremat toodet ja teenust. Uues jätk ustrateegias (2026–2029) keskendutakse samadele põhisuundadele. Ees-märk e ja tegevusi on kohandatud vastavalt viimastel aastatel saadud andmetele ja k ogemustele. Esim ese põhisuunana k eskenduti müügitegevuse parendamisele, suunates t urunduse ja äriarenduse ressursid senise vabakutselise profiili kõrval ka uute k liendisegmentide kaasamisse. P õhisuund jaotati kaheks: fookustatum ja süsteemsem müügi- ja turundustegevus riigiti ning k õrgema väärtusega kliendisegmendid.2 018–2021 strateegia k onversioonimäär29,2% 2012–2025 str ateegia k onversioonimäär3 7,5% 1 8 Esimes e suuna tarbeks töötati välja riikide mudel, mis võimaldas määrata kindlaks sih tturud ja nende mahu. Mudel osutus rakendamisel kasulikuks, kuid liiga k eerukaks. Seetõttu näeb uus strateegiadokument ette selle lihtsustamist ning ärianalüüsi",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_13,13,"ateegia k onversioonimäär3 7,5% 1 8 Esimes e suuna tarbeks töötati välja riikide mudel, mis võimaldas määrata kindlaks sih tturud ja nende mahu. Mudel osutus rakendamisel kasulikuks, kuid liiga k eerukaks. Seetõttu näeb uus strateegiadokument ette selle lihtsustamist ning ärianalüüsi suur ema lõimimise töö- ja otsustusprotsessidesse. K õrgema väärtusega kliendisegmentide puhul oli eesmärk leida Eesti riigile t ulusamaid kliente. Kuna olemasolevate suurettevõtete Eestisse toomine ei ole piis avalt teostatav, keskendub uus strateegia sellele, et leida ettevõtteid, kes alles sis enevad kasvufaasi. Nimetame neid inglise keeles väljendiga future large business es ja tähistame lühendiga FLB.T eine põhisuund oli k asutajakogemuse parandamine ja see hõlmas kahte osa: v äljastusprotsessi logistika kiirust ja lähedust ning digivahendi tehnilist uuendamist. V äljastusprotsessi logistika kiirust ei olnud võimalik lõppeval strateegiaperioodil palju suur endada, kuna osapoolte rohkuse tõttu takerdus mitu arendust. Seetõttu nähakse uues str ateegias ette selgema fookuse seadmine prioriteetsetele arendustele (sh kiir endatud taotlusprotsess). Digiv ahendi nüüdisajastamine (eelkõige kaardivabadus ja biomeetriline isik utuvastus) on teised kriitilise tähtsusega tootearendused ning need on uue str ateegiaperioodi kasutajakogemuse parandamise prioriteet.K olmas põhisuund oli teenuste pak eti arendamine, et",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_14,14,"selgema fookuse seadmine prioriteetsetele arendustele (sh kiir endatud taotlusprotsess). Digiv ahendi nüüdisajastamine (eelkõige kaardivabadus ja biomeetriline isik utuvastus) on teised kriitilise tähtsusega tootearendused ning need on uue str ateegiaperioodi kasutajakogemuse parandamise prioriteet.K olmas põhisuund oli teenuste pak eti arendamine, et tagada ettevõtte asutamiseks ja k äitamiseks vajalikud baasteenused ning lihtne ligipääs Eesti ärikeskkonnale. F ookus jaotus kaheks: ettevõtte asutamise ja käitamise tugiteenused ning Eesti ärik eskkond kui tervikteenus. Kuna osa lõppeva strateegiaperioodi planeeritud tege vusi ei osutunud teostatavaks, on tugiteenuste puhul uue strateegia põhisuunad E IS-i teenuste paketeerimine, mis on konkreetsem ja e-residentsuse meeskonna poolt par emini koordineeritav. Ehkki e-residentsuse meeskond ei saa otseselt k ujundada Eesti ärikeskkonda kui tervikteenust, on see e-residentsuse toote ja eduk use lahutamatu osa. Seetõttu kasutatakse Eesti ärikeskkonda selles strateegias benchmark ’ina. 2 3 9 T ABEL 2. E-RESIDENTSUSE JÄTKUSTRATEEGIATE 2022–2025 JA 2026–2029 KOLM P ÕHISUUNDA NING FOOKUSTE MUUDATUSED J ätkustrateegia 2022–2025J ätkustrateegia 2026–2029F ookustatum ja süsteemsem t urundamine1 . Lihtsustatud riikide mudel ja ärianalüüs 2 . EIS-i-sisene koostööUued k õrgema väärtusega k liendisegmendidFL B-dV äljastusprotsessi logistika kiirus ja lähedus Kiir endatud taotlusprotsess (ingl fast",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_15,15,"ÕHISUUNDA NING FOOKUSTE MUUDATUSED J ätkustrateegia 2022–2025J ätkustrateegia 2026–2029F ookustatum ja süsteemsem t urundamine1 . Lihtsustatud riikide mudel ja ärianalüüs 2 . EIS-i-sisene koostööUued k õrgema väärtusega k liendisegmendidFL B-dV äljastusprotsessi logistika kiirus ja lähedus Kiir endatud taotlusprotsess (ingl fast tr ack) Digiv ahendi tehniline uuendamine 1 . Kaardivabadus2 . Biomeetriline isikutuvastusEt tevõtte asutamise ja k äitamise tugiteenused E IS-i teenuste paketeerimineE esti ärikeskkond kui teenusB enchmarkingM üügitegevuse par endamineT oote kasutaja-k ogemuse par andamineT eenuste paketi t äiustamine1 2 3 10 2 . Jätkustrateegia 2026–2029. Täpsem f ookus ja konversiooni suurendamine2 .1. Praegune olukord. SWOT-analüüsT ABEL 3. E -RESIDENTSUSE SWOT-ANALÜÜS SEISUGA 2025T ugevusedN õrkused● E esti kui digiriigi maine ja usaldusväärsus● Eur oopa Liidu jurisdiktsioon ja usaldusväärne ärik eskkond● E-r esidentsuse ainulaadne kontseptsioon ja teer ajajaks olemine● A ktiivne ja toetav e-residentide kogukond● E esti iduettevõtete ökosüsteem● T eenusepakkujate võrgustik● E esti hea positsioon äri tegemise edetabelites● Pr ogrammi sõltuvus Eesti ärikeskkonnast, muu hulgas maksumuudat ustest● K asutajakogemuse probleemid (e-residendiks s aamise protsessi kestus, digi-ID kättesaamine)● Piir atud ressursid (eelarve, personal)● In fosüsteemide paljusus. Teenuste arendamise s õltuvus ministeeriumitest,",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_16,16,"võrgustik● E esti hea positsioon äri tegemise edetabelites● Pr ogrammi sõltuvus Eesti ärikeskkonnast, muu hulgas maksumuudat ustest● K asutajakogemuse probleemid (e-residendiks s aamise protsessi kestus, digi-ID kättesaamine)● Piir atud ressursid (eelarve, personal)● In fosüsteemide paljusus. Teenuste arendamise s õltuvus ministeeriumitest, mis takistab kiiret ja agiils et teenusearendust● Pr ogrammi atraktiivsus vabakutselistele ja mikr oettevõtetele, kellelt ei laeku piisavalt maksut ulu● Et tevõtjatele suunatud ressursside killustatus ● Et tevõtjatele suunatud riiklike toetuste vähesus, mis v õib osadele FLB-le olla valiku kaalukeeleks● L õhe Eesti ettevõtjasõbraliku kuvandi ja tegeliku bür okraatia vahel● E esti turu väiksus seab piiranguid siia in vesteeringute meelitamiseleV õimalused Ohud ● Maksut ulu suurendamiseks keskenduda FLB-de ligimeelit amisele ja toetamisele, kuna senine praktika näit ab, et suurettevõtteid me ei kõneta● K asvatada tootearendustega loodavate ettevõtete k onversiooni ● K asutada e-residentsuse arendamisel uut tehnoloogiat (n t tehisaru)● A vastada uusi potentsiaalseid turge agiilsemalt● E IS-i strateegiline eesmärk (luua tugev kliendikeskne organis atsioon, mis pakub kliendi elukaarest läh tudes teenuseid) loob võimaluse täiustada FLB-dele suunat ud teenuste paketti ● T eha koostööd teiste riigiasutustega (nt Politsei- ja Piiriv alveamet,",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_17,17,"vastada uusi potentsiaalseid turge agiilsemalt● E IS-i strateegiline eesmärk (luua tugev kliendikeskne organis atsioon, mis pakub kliendi elukaarest läh tudes teenuseid) loob võimaluse täiustada FLB-dele suunat ud teenuste paketti ● T eha koostööd teiste riigiasutustega (nt Politsei- ja Piiriv alveamet, Maksu- ja Tolliamet) kasutaja-k ogemuse parandamiseks● K onkurents teiste riikide (Läti, Leedu, Portugal jt) s arnaste programmidega● P oliitilised riskid (geopoliitilised pinged)● Majanduslik ud riskid (globaalne ebastabiilsus)● Õigusruumi muudat used (Euroopa Liidu õigus aktid, rahapesu tõkestamine)● E esti negatiivne kuvand seoses poliitiliste ja majanduslik e sündmustega● E-r esidentide ebasoovitavad tegevused (maksupet tused, rahapesu) 11 2 .2. Selgem fookus: fut ure large business’ide k riteeriumidE-r esidentsuse uue jätkustrateegia (2026–2029) keskmes on FLB-de ehk tuleviku suurte et tevõtete ligimeelitamine ja toetamine. Seepärast on vaja selgelt kindlaks määr ata, milliseid ettevõtteid peetakse FLB-deks ja millised on nende vajadused.Ajalugu näit ab, et mikroettevõtted ei too e-residentsuse kasvuootustele vastavat maksu-t ulu ning ka juba tegutsevaid suurettevõtteid ei suuda see programm panna oma pea-k ontori asukohta muutma. Strateegialoome raames tehtud kvalitatiivintervjuudest tuli esile t ugev konkurents suurettevõtete segmendis näiteks Šveitsi ja Suurbritanniaga.Seepär ast on uue jätkustrateegia",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_18,18,"too e-residentsuse kasvuootustele vastavat maksu-t ulu ning ka juba tegutsevaid suurettevõtteid ei suuda see programm panna oma pea-k ontori asukohta muutma. Strateegialoome raames tehtud kvalitatiivintervjuudest tuli esile t ugev konkurents suurettevõtete segmendis näiteks Šveitsi ja Suurbritanniaga.Seepär ast on uue jätkustrateegia eesmärk keskenduda ettevõtetele, kes on esimesed s ammud äris juba teinud ja valmis sisenema järgmiss e kasvufaasi. Johtuvalt EIS-i str ateegiast on suund seatud ettevõtetele, k ellel on toodete ja/või teenuste ekspordi-v õimekus ja -plaanid ning kes otsivad sellele ar engufaasile sobivat keskkonda, samuti str ateegilistele investoritele ja innovaatilistele iduet tevõtetele. Peale selle jälgitakse EIS-i str ateegia prioriteetsuundi, nagu in fotehnoloogia ja kaitsetööstus.V õimalikud k riteeriumid FL B tuvastamisel:● T õestatud ärimudel: et tevõttel on toimiv ärimudel ja positiivsed finantsnäitajad.● K asvupotentsiaal: et tevõttel on selge visioon ja strateegia, kuidas saavutada kiire k asv.● Rah vusvaheline ambitsioon: et tevõte soovib laieneda rahvusvaheliselt ja näeb E estit kui strateegilist ärihaldamise keskkonda selle eesmärgi saavutamiseks.● Sk aleeritav ärimudel: et tevõtte ärimudel on skaleeritav, mis tähendab, et ta suudab k asvu korral tegevust tõhusalt suurendada.● Inn ovatsioon: et tevõte on innovaatiline ja kasutab",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_19,19,"laieneda rahvusvaheliselt ja näeb E estit kui strateegilist ärihaldamise keskkonda selle eesmärgi saavutamiseks.● Sk aleeritav ärimudel: et tevõtte ärimudel on skaleeritav, mis tähendab, et ta suudab k asvu korral tegevust tõhusalt suurendada.● Inn ovatsioon: et tevõte on innovaatiline ja kasutab uut tehnoloogiat või uusi ärimudeleid. ● M eeskond: et tevõttel on vähemalt kaks asutajat ja ta näeb ette värbamisi.● T oode: et tevõttel on olemas minimaalselt elujõuline toode (ingl minimum viable pr oduct, M VP), mida saab skaleerida teistele turgudele.● Rahast us: et tevõte otsib rahastust.● M üügivõimekus: et tevõttel on olemas müügivõimekus.M õõdikuna oma tege vuste edukuse analüüsimiseks k asutab e-residentsuse meeskond järgmist definitsiooni: FL B on ettevõte, mille kasvukiirus ületab Eesti majanduskasvu.Definitsioo n: FL B on ettevõte, mis näit ab kasvu ja rahvusvahelistumise poten tsiaali ning otsib äritegevuse laiendamis eks soodsat keskkonda. FL B-d võivad peale iduettevõtete olla k a muud olemasolevad ettevõtted, mis s oovivad kasvada. ● T õestatud ärimudel: et tevõttel on toimiv ärimudel ja po sitiivsed finan tsnäitajad.● K asvupotentsiaal: et tevõttel on selge visioon ja str ateegia, kuidas saavutada kiir e kasv.● Rah vusvaheline",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_20,20,"k a muud olemasolevad ettevõtted, mis s oovivad kasvada. ● T õestatud ärimudel: et tevõttel on toimiv ärimudel ja po sitiivsed finan tsnäitajad.● K asvupotentsiaal: et tevõttel on selge visioon ja str ateegia, kuidas saavutada kiir e kasv.● Rah vusvaheline ambitsioon: et tevõte s oovib laieneda rahvusvaheliselt ja näeb E estit kui strateegilist ärihaldamis e keskkonda selle eesmärgi s aavutamiseks.● Sk aleeritav ärimudel: et tevõtte ärimudel on sk aleeritav, mis tähendab, et t a suudab kasvu korral tegevust tõhus alt suurendada.● Inn ovatsioon: et tevõte on inno vaatiline ja kasutab uut tehnoloogiat v õi uusi ärimudeleid.● M eeskond: et tevõttel on vähemalt k aks asutajat ja ta näeb ette värbamisi.● T oode: et tevõttel on olemas minimaals elt elujõuline toode (ingl minimum viable pr oduct, M VP), mida s aab skaleerida teistele turgudele.● Rahast us: et tevõte otsib rahastust.● M üügivõimekus: et tevõttel on olemas müügiv õimekus. 12 FL B-de jaoks on olulised paljud tegurid, mille alusel valivad nad riigi, kus oma ettevõte r egistreerida. E-residentsuse siht on pakkuda neile võimalikult mitmekesiseid eeliseid ja aidat a neil Eestis edukalt ettevõtlusega",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_21,21,"üügivõimekus: et tevõttel on olemas müügiv õimekus. 12 FL B-de jaoks on olulised paljud tegurid, mille alusel valivad nad riigi, kus oma ettevõte r egistreerida. E-residentsuse siht on pakkuda neile võimalikult mitmekesiseid eeliseid ja aidat a neil Eestis edukalt ettevõtlusega tegeleda.T ABEL 4. FLB-DE ASUKOHARIIGI VALIMISE TEGURIDT egurid, mille alusel FLB-d valivad asukohariigiE esti olukord 2025Õ igusraamistikR iigis kehtivad ettevõtluse õigusaktid, s h maksureeglid, lubade ja litsentside n õuded, äriregistri hõlpsus ja kulutaseP igem on olnud eelis, kuid praegu on n äha konkurentriikide kasvuM aksusüsteem ja - koormusM aksumäärad ja -soodustused, m aksude administreerimise lihtsusS iiani olnud pigem eelis, mida peegeldab E esti koht maksukeskkonna k onkurentsivõime edetabelitesF inantsvõimalusedL igipääs pankadele ja fi nantseerimisasutustele, valuutakursid j a maksepoliitikaF LB-de jaoks vajalik finantsvõimaluste s üsteem on olemas. Lisaks pangakonto a vamise lihtsusele on määrav i nvesteeringute maht (riskikapital ja v älisinvesteeringud)K ultuur ja keelK eel, äri tegemise viisid ja kultuurilised s uhted võivad mõjutada äri edukustE esti on kultuuriliselt lähedal Euroopa ja I da-Euroopa riikidele, kaugemal näiteks A asia, Aafrika ja Ladina-Ameerika r iikidest.E esti eelis on ettevõtja võimalus ajada a",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_22,22,"ultuur ja keelK eel, äri tegemise viisid ja kultuurilised s uhted võivad mõjutada äri edukustE esti on kultuuriliselt lähedal Euroopa ja I da-Euroopa riikidele, kaugemal näiteks A asia, Aafrika ja Ladina-Ameerika r iikidest.E esti eelis on ettevõtja võimalus ajada a metiasutustes asju ka inglise keelesT aristu ja tehnoloogiaI nternetiühendus, logistika- ja s idevõrgud ning üldine äritegevuse t ehniline alusE esti maine ja olukord on hea i nternetiühenduse, tehnilise võimekuse ja r iigi üldise digitaliseerituse taseme puhul. K eerulisem on füüsiliste kaupade logistika, k una Eesti jääb suurtelt kaubateedelt k õrvaleT ööjõu saadavus ja k valifikatsioonK ättesaadav ja kvalifitseeritud tööjõud n ing personalikuludE esti probleemid on tööealise rahvastiku v ähesus, ekspertide (nt inseneride) nap-p us ja välistööjõu sissetoomise keerukusE ttevõtluskeskkond ja - toetusedR iiklikud toetused, iduettevõtete ja i nnovatsioonikeskkonnad ning h aldustugiE ttevõtluskeskkond on pigem toetav ja i nnovatsiooni soosiv (nt s eadusemuudatuste kiirus). Puudusena ei s uuda Eesti võistelda suurriikide t oetussüsteemidega. Eesti riigi kulutused m ajandusele (sh teadus- ja a rendustegevusele) jäävad COFOG-i k lassifikaatori järgi osakaaluna SKP-s E estis alla Euroopa Liidu keskmiseS iseturu suurus ja p otentsiaalF",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_23,23,"s eadusemuudatuste kiirus). Puudusena ei s uuda Eesti võistelda suurriikide t oetussüsteemidega. Eesti riigi kulutused m ajandusele (sh teadus- ja a rendustegevusele) jäävad COFOG-i k lassifikaatori järgi osakaaluna SKP-s E estis alla Euroopa Liidu keskmiseS iseturu suurus ja p otentsiaalF LB jaoks on oluline hinnata riigi s iseturu suurust ja kasvupotentsiaali, k una suurem ja kasumlikum siseturg v õib pakkuda stabiilsust ning tulude ja k asumi kasvatamise võimalusiE esti siseturu väiksus on üks puudus. S amas on väike turg uute toodete ja t eenuste jaoks hea testimisplatvormK ohalikud registreerimis- j a maksuprotseduuridK ui sujuv ja kulukas on ettevõtte r egistreerimine ning õigusaktide j ärgimine?K onkurents ilmselgelt tiheneb. Eesti eelis o n siiani olnud riigi pakutav digitaalne t aristu nii ettevõtte loomiseks, käitamiseks k ui ka maksude maksmiseksS amas on probleemiks piiriüleste riikide m aksuseaduste selgus ja mõistetavus n ing e-residendiks registreerimise kiirus ja s ujuvus 13 2 .3. Strateegilised tegevused ja eesmärgidT ABEL 5. S TRATEEGILISED TEGEVUSED JA EESMÄRGID KLIENDITEEKONNA ERINEVATEL ETAPPIDEL2 .3.1. Müügi- ja turundustegevuste parendamineM üügi- ja turundustegevuste parendamine on kriitiline selleks, et suurendada e-r esidentsuse programmi nähtavust,",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
Estonia,I12,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\I12\doc_1.pdf,pdf,Estonia_I12_24,24,"registreerimise kiirus ja s ujuvus 13 2 .3. Strateegilised tegevused ja eesmärgidT ABEL 5. S TRATEEGILISED TEGEVUSED JA EESMÄRGID KLIENDITEEKONNA ERINEVATEL ETAPPIDEL2 .3.1. Müügi- ja turundustegevuste parendamineM üügi- ja turundustegevuste parendamine on kriitiline selleks, et suurendada e-r esidentsuse programmi nähtavust, meelitada ligi rohkem FLB-sid ning selle kaudu k asvatada programmi majandusmõju.2 .3.1.1. Müügitegevuste parendamine, riikide mudel ja ärianalüüsE-r esidentsuse jätkustrateegia 2025–2029 keskendub selles etapis riikide mudeli par emale rakendamisele, et teha kiiremini otsuseid ja tegutseda valitud turgudel k oherentsemalt. Oluline osa uue jätkustrateegia parendustegevustest on seotud ärianalüüsi lõimimis ega olemasolevate tegevuste monitoorimisse ja otsuste tegemisse.Et appT egevusedE esmärgidT eadvustamine M üügi- ja turundustegevuste par endamine sihipär ase turunduse k audu FLB-dele suunatud kanalitesRiikide mudeli edasiar endus, kasutades ärianalüüsi agiilsus e suurendamisel ja t ulemuste toomiselJõuda FL B-deni, suurendada nende teadlik kust e-residentsusestRiikide mudeli tõhus ast rakendamisest t ulenev kasvT aotlemine K asutajakogemuse parandamineKiir endatud taotlusprotsess FLB-dele (ingl fast tr ack) F ookus kaardivabadusel ja biomeetrilisel isik utuvastuselSuur endada taotluste arvu ja kiirendada e-r esidendiks saamise protsessiEt tevõtte r ajamine ja juh timine T eenuste paketi täiustamine, milles on t ähtsaim",180,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",1,Eesti avaandmete mõju valitsuse efektiivsusele raport
