country,question_id,dimension,question,ground_truth_answer,generated_answer,ground_truth_answer_canonical,generated_answer_canonical,response_match,response_match_normalized,ground_truth_score,generated_score,score_difference,score_abs_difference,ground_truth_explanation,generated_justification,cosine_similarity_minilm,cosine_similarity_sbert,tfidf_similarity,jaccard_similarity,bleu_score,rouge_l_f1,confidence,evidence_sufficiency
Belgium,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",no,yes,No,Yes,0,0,0.0,20.0,20.0,20.0,Plociy at the federal level not yet approved,"Yes, Belgium has formal processes to ensure its open data policies and strategies are updated and revised as needed. 1. Legal Framework Updates: The ordinance from 27 October 2016 establishing open data policy was modified by the ordinance of 10 December 2021 to incorporate updates based on the transposition of Directive 2019/1024/EU, replacing earlier directives and reflecting evolving legal requirements for public sector information reuse. Additionally, the Government of the Brussels-Capital Region enacted a decree in February 2018 executing the 2016 ordinance and transposing Directive 2013/37/EU, showing active regional legislative updates. In Wallonia, a decree from 24 November 2022 also reflects ongoing legislative revisions concerning data dissemination. These multiple legal updates demonstrate a commitment to revising the open data policy framework over time. 2. Strategic and Cooperative Processes: The Federal Coalition Agreement 2025-2029 explicitly states the federal open data strategy will be pursued, reinforced, and adapted through a cooperation agreement among competent ministers and data protection authorities with approval from the European Commission. This planned cooperative framework illustrates a governance process for reviewing, updating, and aligning open data policies with legal and operational realities. Together, these elements show Belgium has mechanisms at both legal and strategic levels to review and revise open data policies as needed, with recent updates implemented and future updates planned through structured cooperation.

## Sources
(1): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework
(2): Overzicht van subsidies
https://bosa.belgium.be/sites/default/files/content/documents/2024%2007%2005%20-%20SR%20Subsidies%20-%20Rapport%20(finaal).pdf
(3): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf
(4): Justel databank
https://www.ejustice.just.fgov.be/eli/besluit/2025/11/06/2025008782/justel
(5): Open data: juridisch advies - BOSA - Belgium.be
http://bosa.belgium.be/nl/services/open-data-juridisch-advies",0.32837438583374023,0.2702290117740631,0.08241716637941424,0.015306122448979591,0.0013233124796248061,0.01818181818181818,0.95,sufficient
Belgium,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",yes,yes,Yes,Yes,1,1,20.0,20.0,0.0,0.0,"2024:
Flanders Region: https://www.vlaanderen.be/digitaal-vlaanderen/vlaamse-digitale-strategie/vlaamse-datastrategie, Vlaamse Data Strategie, focus on data awareness / ecosystem and governance / quality. 
Walloon Region: part of https://www.wallonie.be/sites/default/files/2021-10/plan_de_relance_de_la_wallonie_octobre_2021.pdf, Plan de Relance de la Wallonie (projects 139 - develop and govern open data, 297 - data centric approach, 298 - operalization of open data) 
2023:
E.g. Flanders Region, part of the general data strategy: https://www.vlaanderen.be/digitaal-vlaanderen/vlaamse-digitale-strategie/vlaamse-datastrategie","Yes, Belgium has open data policies/strategies at the regional level. The evidence shows implementation of open data legislation and policies not only at the federal level but also explicitly for regional authorities such as Brussels-Capital and Wallonia. Specifically, the Arrêté (decree) of the Government of the Brussels-Capital Region dated 1 February 2018 enforces the ordinance from 27 October 2016, which establishes an open data policy aligned with the European Directive 2013/37/EU. Additionally, Wallonia has its own decree dated 24 November 2022 concerning the dissemination and reuse of public information as open data. These regional legal frameworks indicate a formal open data policy structure below the national level.

(1) Brussels-Capital Region: Arrêté du Gouvernement de la Région de Bruxelles-Capitale du 1er février 2018 portant exécution de l'ordonnance du 27 octobre 2016 visant à l'établissement d'une politique de données ouvertes (open data) and transposing EU directives.
(2) Wallonia: Décret du 24 novembre 2022 relatif à la diffusion et à la réutilisation des informations publiques comme données ouvertes.

Thus, Belgium has clear and official open data policies strategically established at regional levels, supporting transparency, innovation, and reuse of government data beyond just the national framework.

## Sources
(1): Overzicht van subsidies
https://bosa.belgium.be/sites/default/files/content/documents/2024%2007%2005%20-%20SR%20Subsidies%20-%20Rapport%20(finaal).pdf
(2): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf
(3): Open data: juridisch advies - BOSA - Belgium.be
http://bosa.belgium.be/nl/services/open-data-juridisch-advies
(4): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework
(5): Centraal Informatiepunt Data Governance Act - BOSA
http://bosa.belgium.be/nl/services/centraal-informatiepunt-data-governance-act",0.6471396088600159,0.6807369589805603,0.3219508412842581,0.08374384236453201,0.01834738012782148,0.11,0.9,sufficient
Belgium,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",yes,no,Yes,No,0,0,20.0,0.0,-20.0,20.0,"Response to reviewer: the datasets being released are mostly request-driven, in communication with open data users and community. Main points of the plan are listed on pg 7: e.g reduce number of licenses, using DCAT for metadata exchange","No, the evidence does not clearly indicate that Belgium's national open data strategy or policy includes a specific action plan with concrete measures dedicated to the open data field. While several federal documents refer to general strategic and administrative plans (such as the Federaal Regeerakkoord 2025-2029 and various strategic or operational plans in other domains like administrative simplification, health data governance, or AI coordination), none explicitly detail an action plan focused on open data implementation measures, roadmaps, or milestones linked to open data. The reviewed materials mainly outline broader governance, administrative modernization, or data governance initiatives without specifying operational delivery plans for open data. Therefore, based solely on the provided evidence, there is no substantiated support for the presence of an open data-specific action plan within Belgium’s national strategy or policy.

## Sources
(1): FEDERAAL REGEERAKKOORD 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Regeerakkoord-Bart_De_Wever_nl.pdf
(2): plan coordonne dans le domaine de l'intelligence artificielle
https://bosa.belgium.be/sites/default/files/content/documents/DTdocs/AI/PlanCoordonn%C3%A9EUonAI.pdf
(3): EXPOSÉ D'ORIENTATION POLITIQUE (*) ...
https://diplomatie.belgium.be/sites/default/files/2022-10/EOP-Beleidsverklaring-Hadja-Lahbib-oktober-2022.pdf
(4): GEZONDHEIDS(ZORG)DATA-AGENTSCHAP
https://www.hda.belgium.be/sites/default/files/documents/2023-11/HDA_BC_23_1-%20GDA%20-%20Krijtlijnen%20van%20het%20agentschap%20(NL).pdf
(5): Assessment report Spending reviews. - BOSA
https://bosa.belgium.be/sites/default/files/publications/documents/Assessment%20report%20spending%20reviews%20v2024-12-20.pdf
(6): Fr_AF_Délibération.dotm
https://finance.belgium.be/sites/default/files/d%C3%A9lib%C3%A9ration_AF_019_2018.pdf
(7): PLAN STRATÉGIQUE 2025-2029
https://fin.belgium.be/sites/default/files/media/documents/Plan%20strat%C3%A9gique%202025-2029.pdf",0.34721726179122925,0.5474655032157898,0.13725361355282464,0.06315789473684211,0.0021106047971299587,0.052941176470588235,0.9,partial
Bulgaria,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,yes,Yes,Yes,1,1,20.0,20.0,0.0,0.0,"Open data is the public information collected, created and maintained by public sector organizations and published in an open machine-readable format (CSV, RDF, XML, JSON, etc.), allowing re-use for commercial or non-commercial purposes.
Reuse of public sector information is the use also for commercial or non-commercial purposes other than the original purpose for which it was created within the powers or functions of a public sector organization. The provision of public sector information to a public sector organization in connection with the exercise of its powers or functions is not reuse within the meaning of Access to Public Information Act. (Article 2a, APIA).

https://e-gov.bg/wps/portal/agency/home/data/data","Yes, Bulgaria has an explicit definition and regulatory framework concerning the reuse of open data. 1. The national legislation includes a ""Nаредба за стандартните условия за повторно използване на информация от обществения сектор и за нейното публикуване в отворен формат"" (Ordinance on Standard Conditions for Reuse of Public Sector Information and its Publication in Open Format), which specifies the conditions for reuse of information provided by public sector organizations. 2. Public sector bodies are required to adopt internal rules regulating the terms and procedures for providing information for reuse under the Access to Public Information Act (Закон за достъп до обществена информация, ЗДОИ). These legal instruments collectively establish a clear definition and standard for open data reuse within Bulgarian policy and practice. 3. Additionally, the Ministry of Electronic Governance's website confirms the implementation of these legal tools, with references to government decisions and EU Directive 2019/1024 integration into national legislation, reinforcing the formalized approach to reuse. 4. The regulation also covers specifics such as charging policies for reuse and encourages certain categories of reuse, including non-commercial and research purposes, demonstrating a comprehensive understanding and formalization of open data reuse. Therefore, the country not only permits but explicitly defines reuse of open data in its legislation and administrative frameworks.

## Sources
(1): Izsledvane_EP-001.p65
https://www.ipa.government.bg/sites/default/files/european_good_practices.pdf
(2): РЕГЛАМЕНТИ
https://www.mtc.government.bg/sites/default/files/regulation_2022_868_data_governance_act-bg.pdf
(3): Национално законодателство - Министерство на електронното управление
https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/legislation/opendata-legal-national/
(4): Chapter One GENERAL DISPOSITIONS
https://www.mtc.government.bg/sites/default/files/access_to_public_information_act.pdf
(5): Отворени данни - За потребителя
http://www.mrrb.government.bg/bg/za-potrebitelya/otvoreni-danni/",0.6555923819541931,0.5979692935943604,0.4447122845891333,0.15348837209302327,0.051322853320511966,0.19740259740259739,95.0,sufficient
Bulgaria,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",yes,yes,Yes,Yes,1,1,20.0,20.0,0.0,0.0,"Each administration, according to Art. 15 of the Access to Public Information Act, prepares an annual report on the received applications for access to public information and for the reuse of information from the public sector, which also includes data on the refusals made and the reasons for this. The annual report is part of the annual reports under Art. 62, para. 1 of the Administration and Summary Information Act is published in the annual report of IISDA.
One section of the Council of Ministers report examines the implementation of the obligations of state institutions following the Access to Public Information Act (APIA) to adopt internal rules for work under the Access to Public Information Act, to publish certain categories of information on their websites and to provide explanatory information on the exercise of the right of access to information by citizens and legal entities.
An element of this part of the analysis is the data on the preferred form of obtaining the requested public information. The re-use summary section in the report is under development. results will be visible in next year report. 
https://www.strategy.bg/Publications/View.aspx?lang=bg-BG&Id=81
https://ariisda.government.bg/AdmReports/ReportingPeriods/QuestionnairePreview
https://www.aip-bg.org/","Yes, public bodies in Bulgaria have established a systematic process for gathering reuse cases related to public sector information. This is primarily institutionalized within the framework of the Law on Access to Public Information. According to this law, the State Agency for Electronic Governance is mandated to prepare a comprehensive report every three years that summarizes the availability and reuse of information provided by public sector organizations. Furthermore, these public sector organizations are required to submit annual reports on conditions and practices concerning the reuse of information to the administration of the Council of Ministers. The tri-annual report is publicly disclosed and submitted to the European Commission, highlighting a structured and recurring mechanism for collecting and reviewing reuse cases. This systematic collection goes beyond isolated examples and involves multiple administrations reporting their data and practices annually, thereby facilitating monitoring and impact assessment at the national level. Additionally, internal rules and appointed data officers within public administrations support this framework, reinforcing the procedural foundation for reuse case gathering. Therefore, Bulgaria demonstrates an official, recurring, and institutionalized system of gathering reuse information and cases, ensuring both transparency and monitoring of reuse in the public sector.

## Sources
(1): ЗАКОН за достъп до обществена информация
https://www.me.government.bg/bg/files/download?hash=f71cda973a7d9c99817eda1132617ac40c9bc63f
(2): ЗАКОН за достъп до обществена информация
https://www.me.government.bg/files/download?hash=f71cda973a7d9c99817eda1132617ac40c9bc63f
(3): от 30 април 2026 година
https://iisda.government.bg/annual_report_file/703_4605
(4): РЕГЛАМЕНТИ
https://www.mtc.government.bg/sites/default/files/regulation_2022_868_data_governance_act-bg.pdf
(5): Untitled source
https://www.ipa.government.bg/sites/default/files/metodika_korektura_all.pdf",0.6192116737365723,0.7000126838684082,0.6039543393222387,0.1552511415525114,0.064656983286723,0.21748400852878463,90.0,sufficient
Bulgaria,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",no,yes,No,Yes,0,0,0.0,20.0,20.0,20.0,"The system for electronic budget payments (SEBRA) is a system for monitoring payments initiated by budget enterprises included in it and managing payments within pre-set limits. The implementation and improvement of SEBRA is a major component of the budget reform and, in particular, of the reform of the payment system for the budget sector, through which the following main goals are achieved:
- improvement of the budget payments and rationalization of the payment process by centralizing the monetary resource in BGN in the Bulgarian National Bank and decentralized management and control of the payments of the individual systems, through the relevant primary administrator;
- implementation of aggregated control and management of payments by setting a general limit for payments to the relevant budget appropriations, with a view to ensuring rhythmicity in the financing of state expenditures.
Achieved results:
- modernization, simplification and rationalization of cash management and budget execution;
- improving efficiency in the management of budgetary resources;
- limiting cash payments to the maximum extent;
- increasing fiscal transparency;
- improvement of fiscal discipline.
https://e-gov.bg/wps/portal/agency/about-us/open-management/sebra-info
https://data.egov.bg/data/view/6f3d3e61-9788-4092-b8bd-f37436ebd0f5

The platform for access to public information was created and is maintained by the administration of the Council of Ministers according to Art. 15c, para. 1 of the Act on Access to Public Information (APIA). It represents a single, central, public web-based information system that provides electronically the entire process of submitting and considering an application for access to information, referral by competence if necessary, provision of a decision and publication of the relevant information by those obliged under the Law on Access to Public Information entities subject to the protection of the applicant's personal data according to the Personal Data Protection Act.
https://pitay.government.bg/PDoiExt/
Portal for public consultations
https://www.strategy.bg/

The opening of this data has led to a great deal of public interest and discussion. These data were requested through an annual list of priority data sets approved by Decision of the Council of Ministers to be published and updated continuously. This led to strong public interest, making easier and more adequate decisions by experts based on open data and information.

The Open Data team maintains an ongoing dialogue with multiple users and owners of open data to improve the access and impact of this data.
An internship program was announced at the beginning of the year, which supported an intern to work with the open data team.
 
The impact on government open data challenges can be seen in the way government policy has changed to take open data requirements into account.
In recent months there has been serious discussion and debate by the government with the implementation and transposition of the Open Data Directive. This has led to increased transparency in government and has pushed public bodies to improve their data management and publishing processes.","Yes, there is documented data and analysis on the impact of open data on governmental challenges in Bulgaria, supported by systematic research and monitoring frameworks. (1) The report ""Отворени данни и прозрачно управление - ИПА"" (Open Data and Transparent Governance) discusses various indicators and methodologies to measure the effects of open data initiatives, including economic, social, and organizational impacts. It references European Commission studies and frameworks for assessing both direct and indirect economic benefits and proposes indicators for ongoing monitoring of open data portal effects. (2) Additionally, the introduction of impact assessment frameworks in Bulgarian public administration, such as the mandatory impact assessments of normative acts since 2016, incorporates data-driven evaluation to improve policy effectiveness and administrative efficiency. This is reinforced by training programs aimed at building capacity in impact assessment, emphasizing quality and quantitative analysis of institutional initiatives. (3) Conferences organized by the Bulgarian Institute of Public Administration have disseminated research results on open data benefits, including improved transparency, enhanced citizen participation, and better governance through data reuse. These efforts collectively demonstrate that Bulgaria monitors and assesses the broader effects of open data reuse on governmental transparency, decision-making, and efficiency.

## Sources
(1): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Untitled source
https://www.ipa.government.bg/sites/default/files/final_data_report_ipa2024.pdf
(3): ПРОГРАМА ЗА СЛЕДДИПЛОМНА КВАЛИФИКАЦИЯ ПО ОЦЕНКА НА ВЪЗДЕЙСТВИЕТО
https://www.ipa.government.bg/sites/default/files/impact_assessment_postgraduate_study_final.pdf
(4): КАТАЛОГ 2023
https://www.ipa.government.bg/sites/default/files/katalog_ipa_2023.pdf
(5): Интервю с Антон Герунов, началник на политическия кабинет на Заместник министър-председателя по коалиционната политика и държавната администрация | ИНСТИТУТ ПО ПУБЛИЧНА АДМИНИСТРАЦИЯ
https://www.ipa.government.bg/bg/novini/intervyu-s-anton-gerunov-nachalnik-na-politicheskiya-kabinet-na-zamestnik-ministr-0
(6): Конференция „Отворени данни и прозрачно управление“ | ИНСТИТУТ ПО ПУБЛИЧНА АДМИНИСТРАЦИЯ
https://www.ipa.government.bg/bg/novini/konferenciya-otvoreni-danni-i-prozrachno-upravlenie",0.3945487439632416,0.3876439034938812,0.4761259071367508,0.10869565217391304,0.00886264427346416,0.1352405721716515,0.9,sufficient
Bulgaria,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",no,no,No,No,1,1,0.0,0.0,0.0,0.0,"Social challenges in the ""Education"" sector are annually presented in the form of open data on the National Portal, on the basis of which high school applicants can analyze their chances of ranking in certain educational institutions. Statistics and criteria for the current year are maintained and published by the Ministry of Education. There is data on schools, profiles and specialties suitable for disadvantaged youth - youth at social risk or who have dropped out of the education system to continue their education, get basic knowledge and guidance in choosing a profession.
https://data.egov.bg/data/view/b56288b6-25aa-4049-9aa6-de2cd4cdabf8
https://data.egov.bg/data?access=&q=%D0%B8%D0%B7%D0%BA%D0%BB%D1%8E%D1%87%D0%B2%D0%B0%D0 %BD%D0%B5+%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%89%D0%B5&page=2
https://data.egov.bg/data/view/342373b3-ff81-411e-ab01-1bfe597e8348
https://web.mon.bg/bg/1

""Access to information"" program - cases received with a request for legal comment or advice are recorded and determined according to several criteria. This allows the arrangement of all the case studies and the comments on them in a database, which allows them to be systematized over time, as well as allowing various statistical inquiries to be made:
Legal Qualification – This criterion determines the type of right violated.
Institution – This criterion indicates the institution that the information seeker has contacted or wishes to contact.
Type of legal aid provided
https://www.aip-bg.org/cases/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA %D0%B0/
https://www.aip-bg.org/trainings/ Foundation Program Access to Information

The State Agency for Child Protection maintains statistical resources based on information and analytical reports for children at risk, refugees, raised and educated in specialized institutions.
https://sacp.government.bg/%D1%81%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0","No, there is no concrete evidence or documented data available that systematically quantifies the social impact of open data reuse on social challenges such as inequality, healthcare, or education in Bulgaria. The reviewed materials include references to impact assessment indicators frameworks (such as those proposed by the European Commission and Open Data Research Network), discussions on monitoring methodologies, and general benefits of open data for transparency and governance. However, these are largely general or methodological discussions rather than evidence from research studies, impact assessments, or systematic investigations with quantified social outcomes specific to Bulgaria.

Specifically:
1. The IPA publications (S1, S2) discuss potential economic, social, and political indicators for measuring open data effects but do not provide Bulgaria-specific impact data with quantification on social challenges.
2. Conference and interviews (S5, S6, S7) mention the importance of open data for transparency and governance but do not report measured social impact results.
3. Survey data (S3, S4) refer to motivations and training related to data use but do not present evaluations of social outcomes or quantified impact on healthcare, education, or inequality.
4. There is no indication of publicly available reports or URLs providing Bulgaria-specific data on social impact assessment results.

Therefore, while Bulgaria has begun establishing frameworks and recognizes the potential benefits of open data, there is no current documented evidence of systematic, quantified impact data on social challenges from open data reuse.

## Sources
(1): Untitled source
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(3): Untitled source
https://www.ipa.government.bg/sites/default/files/final_data_report_ipa2024.pdf
(4): Конференция „Отворени данни и прозрачно управление“ | ИНСТИТУТ ПО ПУБЛИЧНА АДМИНИСТРАЦИЯ
https://www.ipa.government.bg/bg/novini/konferenciya-otvoreni-danni-i-prozrachno-upravlenie
(5): Интервю с Антон Герунов, началник на политическия кабинет на Заместник министър-председателя по коалиционната политика и държавната администрация | ИНСТИТУТ ПО ПУБЛИЧНА АДМИНИСТРАЦИЯ
https://www.ipa.government.bg/bg/novini/intervyu-s-anton-gerunov-nachalnik-na-politicheskiya-kabinet-na-zamestnik-ministr-0
(6): Общоевропейски портал за отворени данни
https://www.mtc.government.bg/bg/category/214/obschoevropeyski-portal-za-otvoreni-danni",0.36740347743034363,0.5328719615936279,0.2659883136587855,0.09480122324159021,0.008550892957029895,0.12574850299401197,0.9,sufficient
Bulgaria,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,yes,Yes,Yes,1,1,20.0,20.0,0.0,0.0,"The National Open Data Portal has processes in place at national level to monitor the reuse of open data. Tools are available to measure reuse, including number of users, dataset views and downloads, and overall portal usage. Using Google Analytics and Tableau, these statistics are publicly available at https://data.egov.bg/statistika?section=1&item=1 and https://lookerstudio.google.com/reporting/20a22fa9-a6dc-4f09-9c7b -192d5b24d1d1/page/DsNMB?s=jyhzby8b7FY.
Also there are regular meetings with the Open Data Portal' Users. Their feedback, comments and suggestions on existing data are sought and invited to suggest additional data that may be useful to them.","Yes, Bulgaria has processes in place to monitor the level of reuse of open data through the development and use of specific indicators and monitoring frameworks. 1. According to official documents from the Institute of Public Administration (IPA), Bulgaria has engaged in identifying and applying indicators to assess various effects of opening data, including economic, social, cultural, political, and organizational impacts. These indicators are intended to support the evaluation of the reuse of data as part of the broader monitoring of open data initiatives. The framework refers to international studies and reports, such as those by the European Commission and the Open Data Research Network, which provide methodologies and key performance indicators for measuring data reuse and its impacts. 2. Additionally, monitoring efforts include visualization and publishing of data relevant to administrative reform and open data use on public portals, backed by projects supported by the European Commission and implemented by entities like PwC, indicating an institutionalized approach to tracking and promoting reuse. 3. Evidence from surveys and reports (2024 IPA report) shows engagement by public administrations in creating and making data available to third parties and reuse of data in their work, which suggests underlying mechanisms to quantify and understand data reuse patterns. 

These points are documented in the IPA materials outlining frameworks and indicators: https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf and reports: https://www.ipa.government.bg/sites/default/files/final_data_report_ipa2024.pdf

## Sources
(1): Untitled source
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(3): Конференция „Отворени данни и прозрачно управление“ | ИНСТИТУТ ПО ПУБЛИЧНА АДМИНИСТРАЦИЯ
https://www.ipa.government.bg/bg/novini/konferenciya-otvoreni-danni-i-prozrachno-upravlenie
(4): ДОБРИ ПР КТИКИ
https://www.ipa.government.bg/sites/default/files/sbornik_gp_2021.pdf
(5): от 30 април 2026 година
https://iisda.government.bg/annual_report_file/703_4605
(6): Untitled source
https://www.ipa.government.bg/sites/default/files/final_data_report_ipa2024.pdf",0.7131796479225159,0.6989938020706177,0.4232698470909706,0.09954751131221719,0.02862279481427605,0.1506849315068493,85.0,sufficient
Bulgaria,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.",no,no,No,No,1,1,0.0,0.0,0.0,0.0,"Bulgarian Small and Medium Enterprises Promotion Agency publishes information about all its initiatives in one place, which leads to increased visibility and economic impact. It also publishes regular reports on the state of SMEs with information on newly established enterprises in the country by year. Entrepreneurship contributes to employment, prosperity, competitiveness and economic growth. Encouraging entrepreneurship and the creation of start-ups is of crucial importance for the development and competitiveness of the Bulgarian economy as well as nationally as well as regionally. Open Data is a key resource for the development of SMEs and especially startups. 
https://e-sme.government.bg/Public/RegisterMSP#
https://www.sme.government.bg/uploads/2023/03/%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94_%D0%9C%D0%A1%D0%9F-2022.pdf

The National Institute of Statistics provides extensive information on unemployment and various types of indices
https://nsi.bg/bg
https://infostat.nsi.bg/infostat/pages/module.jsf?x_2=13
https://nsi.bg/bg/content/7697/%D0%B1%D1%80%D0%BE%D0%B9-%D0%BD%D0%B0-%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D1%8F%D1%82%D0%B0

Ministry of Labor and Social Policy and
Employment agencies announce daily vacancies
https://www.az.government.bg/bg/ejobs/view_prl/
The Executive Agency for Small and Medium Enterpriseshttps://www.sme.government.bg/

Innovations and project proposals is on the page of https://www.mig.government.bg/","No, there is no direct and systematic evidence specifically quantifying the economic impact of open data reuse in Bulgaria, such as on GDP, employment, productivity, innovation, or new business creation. While the reviewed documents acknowledge the potential of open data to drive economic growth, innovation, and business creation, and reference European Commission studies and frameworks for impact indicators (for example, the 2011 EC Pricing of Public Sector Information study), these are general frameworks and external references rather than country-specific, data-driven impact assessments for Bulgaria. 

1. The documents discuss the importance of open data for enabling digital services, innovation, and economic development broadly (S3, S5, S8), and mention efforts to improve open data availability and standards.
2. They cite European-level research and indicator frameworks that could be used to assess economic effects (S1, S2), but Bulgaria itself has not produced or published concrete economic impact studies or systematic reuse assessments with quantified results.
3. No government or independent Bulgarian studies, impact assessments, or systematic investigations explicitly measuring economic outcomes from open data reuse (such as new startups created, jobs generated, or increase in productivity) are provided in the evidence.

Therefore, despite recognized importance and conceptual references, the evidence does not show that Bulgaria currently has accessible data sources or research specifically quantifying the economic impact of open data reuse within the country.

## Sources
(1): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): ЦИФРОВА ТРАНСФОРМАЦИЯ НА БЪЛГАРИЯ ЗА ...
https://www.mtc.government.bg/sites/default/files/cifrova_transformaciya_na_bulgariya_za_perioda_2020-2030.pdf
(3): Интервю с Антон Герунов, началник на политическия кабинет на Заместник министър-председателя по коалиционната политика и държавната администрация | ИНСТИТУТ ПО ПУБЛИЧНА АДМИНИСТРАЦИЯ
https://www.ipa.government.bg/bg/novini/intervyu-s-anton-gerunov-nachalnik-na-politicheskiya-kabinet-na-zamestnik-ministr-0
(4): ИСУН 2020
https://eumis2020.government.bg/bg/s/Procedure/Info/6fc5eddb-3afa-4e4b-a5db-b56204eb3a43
(5): Общоевропейски портал за отворени данни
https://www.mtc.government.bg/bg/category/214/obschoevropeyski-portal-za-otvoreni-danni
(6): КАТАЛОГ 2023
https://www.ipa.government.bg/sites/default/files/katalog_ipa_2023.pdf",0.6471051573753357,0.6943535208702087,0.3222807565137914,0.09967845659163987,0.009765248960345406,0.1533101045296167,90.0,sufficient
Bulgaria,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.",yes,yes,Yes,Yes,1,1,40.0,40.0,0.0,0.0,,"Yes, public bodies in Bulgaria have undertaken activities in the past year to better understand the needs of data reusers for stimulating reuse of open data. The available evidence highlights that institutions conducted surveys and consultations to identify key training and support needs related to data work, which implicitly includes addressing reusers' requirements. Specifically, one report from the Bulgarian IPA (https://www.ipa.government.bg/sites/default/files/final_data_report_ipa2024.pdf) presents results from stakeholder engagement measuring motivations for data use and identifying critical areas for capacity building such as database analysis, data protection, creation of data work instructions, data visualization, and management programs for data use in the public sector. These activities reflect structured efforts to gauge and respond to user needs, helping policymakers and public bodies tailor their data provision and training offers to better promote data reuse. Although the evidence does not describe explicit open data reuse workshops or workshops per se, the conducted surveys and needs assessments provide a solid foundation for targeted interventions to enhance the public sector's capacity to support data users and thereby stimulate reuse. This aligns with referenced objectives to increase the volume and quality of open data published in machine-readable formats for broader economic and social impact. Overall, Bulgaria has performed key consultative and user-needs assessment activities within the last year aimed at improving open data reuse stimulation.

## Sources
(1): Untitled source
https://www.ipa.government.bg/sites/default/files/final_data_report_ipa2024.pdf
(2): ЦИФРОВА ТРАНСФОРМАЦИЯ НА БЪЛГАРИЯ ЗА ...
https://www.mtc.government.bg/sites/default/files/cifrova_transformaciya_na_bulgariya_za_perioda_2020-2030.pdf
(3): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(4): КАТАЛОГ 2023
https://www.ipa.government.bg/sites/default/files/katalog_ipa_2023.pdf
(5): Untitled source
https://www.ipa.government.bg/sites/default/files/metodika_korektura_all.pdf",,,,,,,85.0,sufficient
