country,question_id,dimension,question,ground_truth_answer,generated_answer,response_match,response_match_normalized,ground_truth_score,generated_score,score_difference,score_abs_difference,ground_truth_explanation,generated_justification,cosine_similarity_minilm,cosine_similarity_sbert,tfidf_similarity,jaccard_similarity,bleu_score,rouge_l_f1,confidence,evidence_sufficiency
Austria,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",Yes,yes,0,1,40.0,40.0,0.0,0.0,"o The Austrian open data policy “Framework for Open Government Data platforms” initated by the Cooperation OGD Austria sets out a framework consisting of legal, technical and organizational requirements to be adhered to when providing public, non-personalized data. Proper alignment with these key elements should foster a smooth transition from traditional government structures to a government 2.0, where transparency, participation and collaboration are of paramount priority.
URL: https://go.gv.at/ogdframeen 
o The Austrian Digital Action Plan on Data (2020) contains a dedicated action plan on data, including open data (https://www.digitalaustria.gv.at/Strategien/Digitaler-Aktionsplan.html)
o The Data Strategy for Austria (2024) contains 45 measures to boost the re-use of data. Amongst those measures, an opn data strategy should be developed (https://www.digitalaustria.gv.at/Strategien/Datenstrategie.html)","Austria has established a national open data strategy as part of its broader digital government and transparency initiatives. The strategy typically outlines objectives such as improving public sector data availability, reuse of data for innovation, and establishing clear governance mechanisms. Key highlights often include alignment with EU open data directives, timelines for data publication, and measures to enhance data quality and user engagement. Although the exact URL is not provided here to avoid fabrication, Austria's open data initiatives are usually documented on official government digital or data portals.",0.8721771240234375,0.8740878701210022,0.4625585593629233,0.15671641791044777,0.008190018422463457,0.1504424778761062,0.8,partial
Austria,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",yes,yes,1,1,20.0,20.0,0.0,0.0,"o The City of Vienna has an offical publication plan. Open government data is published quarterly and presented at OGD meet-up events (https://digitales.wien.gv.at/wp-content/uploads/sites/47/2023/04/50-Programm-Open-Data-MeetUp-Wien.pdf)
o The Federal Act on the Re-Use of Public Sector Information stipulates that each public sector body or public undertaking at federal level needs to nominate an Open Data Coordinator. The coordinators have to implement screenings or publication plans.
o At federal level a screening of data has been performed in 2017 (OGD-Screening im Bund), checking existing government data regarding its suitability for open government data. As a whole, more than 700 datasets have been identified, many of them having been published soon thereafter. (https://www.data.gv.at/2017/11/03/open-government-data-screening-im-bund-bericht-zu-potentiell-ogd-faehigen-datensaetzen-publiziert/)",Austria has established an open data ecosystem supported by national policies that encourage public bodies to create and implement data publication plans. These plans typically outline schedules for data release and formal obligations to publish datasets to enhance transparency and data availability.,0.6990286707878113,0.7831645607948303,0.27735698921067714,0.11016949152542373,0.0029052680848511364,0.15706806282722513,0.8,partial
Austria,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",Yes,yes,0,1,20.0,20.0,0.0,0.0,"According to the Data Strategy for Austria that was published in October 2024, open data policies will be revised by a new Open Data Strategy. The data strategy itself was designed as an adaptive strategy with the possibility of amending it whenever necessary. The data strategy contains about 45 measures to be addressed. A key element will be the establishment of regular discussion fora on measures of the strategy and further necessary improvements (e.g. an administrative forum and a public forum for stakeholders).","Austria, as a country with an advanced public administration and commitment to digital governance, typically includes processes for regularly reviewing and updating open data policies to ensure alignment with technological advancements and evolving public needs. These processes are often part of broader governance frameworks for digital strategies, which incorporate stakeholder feedback and periodic assessments to maintain relevance.",0.619800329208374,0.7283987402915955,0.18363709411934706,0.14942528735632185,0.015009430796623428,0.14184397163120566,0.7,partial
Austria,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",yes,yes,1,1,20.0,20.0,0.0,0.0,"2024:
The State/City of Vienna pursues a ""Data Excellence strategy"" with the leading principle ""open by default"" for open data 
(https://go.gv.at/l9dxstrategie). The Open Data Strategy of the City of Vienna has been evaluated in 2024 (https://www.data.gv.at/2024/05/06/evaluation-der-open-data-strategie-der-stadt-wien)
2023:
The State/City of Vienna pursues a ""Data Excellence strategy"" with the leading principle ""open by default"" for open data 
(https://go.gv.at/l9dxstrategie)","Austria, being a federal country with a tradition of decentralized governance, typically encourages regions and local administrations to adopt open data initiatives aligning with national strategies. While national-level open data policies exist, several Austrian states (Bundesländer) and major cities have developed their own open data policies or strategies to promote transparency and data sharing at the regional or local level. These local policies complement national efforts and aim to address specific regional or municipal needs.",0.6609385013580322,0.7626729607582092,0.20820378956614294,0.08536585365853659,0.009986620744186056,0.16352201257861637,0.7,partial
Austria,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",Yes,yes,0,1,20.0,20.0,0.0,0.0,"o The Austrian Digital Action Plan on Data contains a leading theme on data. The aim is to position Austria as digital innovation location. Data solidarity should be achieved through sharing data. Main measures are e.g.: Increased social and economic added value through better use of data, better data literacy through education and training, Austria as an attractive data location for science and the economy, ensuring transparency and the traceable use of data. The Action Plan also envisages the establishment of a national data hub. (https://www.digitalaustria.gv.at/Strategien/Digitaler-Aktionsplan.html)
o The Data Strategy for Austria (2024) contains 45 measures to boost the re-use of data. Amongst those measures, an opn data strategy should be developed (https://www.digitalaustria.gv.at/Strategien/Datenstrategie.html)","Austria has a well-developed national open data strategy which typically includes an action plan outlining specific measures to promote open data. These measures often involve improving data accessibility, enhancing data quality, establishing standards, fostering inter-agency coordination, and promoting reuse of public sector information. Given Austria's commitment to EU digital policies and its track record in digital government initiatives, it is reasonable to affirm the existence of an action plan with clear implementation steps.",0.8114060759544373,0.832966685295105,0.3901711085389942,0.1322314049586777,0.006786088022547597,0.1359223300970874,0.8,partial
Belgium,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,no,0,0,20.0,0.0,-20.0,20.0,"Use of non-private data in an easy (for automated tools) to process format by businesses, NPOs or other administrations than the administration publishing the data, in practical tools, services, visualisations or analyses","Belgium, while advanced in open data initiatives, typically relies on broader EU definitions or indirect descriptions related to open data reuse rather than an explicit, standalone national definition. Therefore, it is reasonable to conclude there is no specific, explicit definition of open data reuse provided at the country level.",0.3606356382369995,0.5189369320869446,0.19049149647136243,0.13333333333333333,0.006486155788333823,0.0975609756097561,0.7,partial
Belgium,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",no,no,1,1,0.0,0.0,0.0,0.0,Rather on an ad-hoc basis,"Based on general knowledge of Belgium's open data initiatives, while there are platforms and mechanisms promoting reuse, there is no widely documented evidence that public bodies have established a systematic process specifically for gathering reuse cases across the country. Reuse instances are often reported anecdotally or through individual projects rather than through a coordinated, standardized system.",0.22174933552742004,0.33180883526802063,0.056087333784734544,0.03636363636363636,0.0038111203719291505,0.031746031746031744,0.7,partial
Belgium,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",No,i don't know,0,0,0.0,0.0,0.0,0.0,"Walloon Region: publication of a best practices document for local authorities: https://nadi.unamur.be/research/smart-cities-and-e-government/open-data-guide -  https://www.sciencedirect.com/science/article/abs/pii/S0740624X21000265 - This article uses open data to create a Dashboard to visualize data from the city of Liège, demonstrating the value of open data for local administrations (i.e. administrations not only publishing but also using open data)","While Belgium has active open data initiatives and publishes many datasets at federal and regional levels, concrete documented assessments quantifying the impact of open data on governmental efficiency, transparency, or decision-making are not widely known or publicly available based on general prior knowledge. Therefore, it is safer to respond with uncertainty rather than assert the existence of systematic and quantifiable impact data.",0.6759462952613831,0.6705926656723022,0.2503181651777838,0.07142857142857142,0.020045521150396615,0.11940298507462685,0.0,weak
Belgium,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",yes,no,0,0,20.0,0.0,-20.0,20.0,"The Flemish Provinces use the open data dashboard on SDGs to track progress of municipalities in achieving these goals, see also https://cdn.flxml.eu/m-7e0dddf44851770ee2dd728bc7106997da4f071c55402b3d, and to create the ""Kansarmoede Atlas"" (see https://kansarmoede.west-vlaanderen.be/gwportal/apps/sites/#/kansarmoede-atlas) and reports to create awareness on gender inequality in pensions (e.g. https://www.plan.be/uploaded/documents/202404250919410.REP_PensionGenderCapsEU_Report2_13001.pdf)","While Belgium has active open data initiatives and some case studies illustrating potential benefits, there is a lack of well-documented, systematic research studies or impact assessments quantifying the social impact of open data reuse on challenges such as inequality, healthcare, or education. Consequently, no comprehensive data sources are available to demonstrate this impact definitively.",0.4742673635482788,0.6119219064712524,0.12425150517184505,0.0898876404494382,0.008289931615716525,0.0975609756097561,0.7,weak
Belgium,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,yes,1,1,20.0,20.0,0.0,0.0,Slightly different location for the studies: https://data.gov.be/en/documentation/studies-and-dissertations,"Belgium, as a country with an established open data ecosystem, typically implements processes to monitor reuse, including tracking downloads, citations, and user engagement through portals at the federal and regional levels. These processes help assess the impact and encourage further openness. While precise details vary by region, monitoring frameworks generally exist.",0.20732994377613068,0.43377894163131714,0.10582473915958784,0.05172413793103448,0.0047291810340735615,0.0606060606060606,0.8,partial
Belgium,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.",yes,i don't know,0,0,20.0,0.0,-20.0,20.0,"Linked Open Data Economie (Dutch), on economic impact of data from the Cities of Bruges and Ghent (https://stad.gent/sites/default/files/media/documents/LODE%20finaal%20rapport.pdf)","While Belgium has various open data initiatives and the government supports data transparency, there is no widely known or explicitly referenced comprehensive economic impact study quantifying aspects like GDP contribution, employment, or innovation from open data reuse at the country level. Without specific documented evidence or clear mention of systematic impact assessments, it is prudent to respond conservatively with 'i don't know.'",0.6171771883964539,0.704192042350769,0.20335445624703644,0.10810810810810811,0.010592898115816707,0.15217391304347827,0.6,weak
Belgium,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.",Yes,yes,0,1,40.0,40.0,0.0,0.0,,"Belgium has a well-established tradition of promoting open data and engaging with stakeholders, including reusers. Public bodies in Belgium typically conduct activities such as surveys, consultations, and workshops aimed at understanding the needs of data reusers. These activities help tailor open data initiatives to actual demand, improve data usability, and foster a more vibrant reuse ecosystem.",,,,,,,0.7,partial
Belgium,P1,Policy,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.",yes,yes,1,1,40.0,40.0,0.0,0.0,"2024:
The law (https://www.ejustice.just.fgov.be/eli/loi/2016/05/04/2016009236/justel) has been updated to transpose the 3rd version of the EU PSI/Open Data Directive
2023:
Transposition of 2nd version of the PSI (3rd version in progress) https://www.ejustice.just.fgov.be/eli/loi/2016/05/04/2016009236/justel  (Loi relative à la réutilisation des informations du secteur public)","Belgium, as an EU Member State, generally adheres to EU directives including the Open Data Directive. The country has established national open data policies and legal frameworks aligned with European regulations to promote data transparency and reuse. These policies typically include the transposition of the EU requirements into national legislation to ensure compliance. Therefore, it is reasonable to affirm the existence of a national open data policy and relevant legislation in Belgium.",0.46925264596939087,0.5477790832519531,0.20942460321865503,0.12048192771084337,0.027440847164143415,0.14492753623188404,4.0,partial
Belgium,P13,Policy,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model",yes,yes,1,1,40.0,40.0,0.0,0.0,"At federal level there is an open data task force and ""FedAX"" network of CDOs + informal meetings with members of the ""OpenKnowledge Foundation"" + by allowing anyone to request access to datasets, similar initiatives/governance at regional level
At Walloon Level, this is carried out by the SPW","Belgium, as a federal country with multiple levels of government, typically has a governance structure involving various public institutions in the management of open data. The open data governance often includes coordination between federal, regional, and community authorities, with steering committees or working groups that enable stakeholder participation. These structures help coordinate policies, ensure data interoperability, and engage public and private stakeholders, fostering an inclusive environment for open data initiatives.",0.6227959394454956,0.6902732849121094,0.20159074393392734,0.13253012048192772,0.008767042795694426,0.11965811965811966,0.8,partial
Belgium,P16,Policy,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.",all public bodies,the majority of public bodies,0,0,20.0,15.0,-5.0,5.0,All 3 Regions have open data initiatives + a few larger cities (smaller cities require support of Regional level),"Belgium has a decentralized governance structure with significant responsibilities at the regional and local levels, which generally encourages local and regional public bodies to engage in open data initiatives. While not all local/regional bodies might be involved, a considerable number have adopted open data practices to promote transparency and citizen engagement, making it reasonable to conclude that the majority of these public bodies are conducting open data initiatives.",0.646935224533081,0.6864219903945923,0.18752855151690762,0.13333333333333333,0.016664251453945244,0.13793103448275862,3.0,partial
Belgium,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",yes,yes,1,1,40.0,40.0,0.0,0.0,"Slight change of location, file can now be found on https://data.gov.be/sites/default/files/files/content/compressed_nlstrategisch-dossier.pdf","Belgium has established national initiatives supporting open data as part of its broader digital government policies, including explicit strategic documents targeting open data. These strategies generally focus on improving data accessibility, interoperability, and reuse across public administrations at federal and regional levels. While the exact strategy URL is not provided here, Belgium’s open data approach is well-documented with clear objectives and action plans within the national and regional digital transformation frameworks.",0.3328338861465454,0.36265328526496887,0.05983222489938235,0.039473684210526314,0.00327361330660438,0.0625,0.8,partial
Belgium,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",yes,yes,1,1,20.0,20.0,0.0,0.0,"2024:
Only for some datasets, like Statistics and Cadaster at federal level. At Walloon Region, there is a plan (https://spw.wallonie.be/sites/default/files/2024-06/Memorandum_complet_SPW%20EER%20%281%29_0.pdf)
2023:
Only for Statistics and Cadaster data, eg. https://statbel.fgov.be/fr/calendar","Belgium, as a country with active open data initiatives, generally requires public bodies to have data publication plans or formal mechanisms guiding their data release. These plans typically ensure that public sector organizations manage and publish datasets in a structured and transparent manner, adhering to legal obligations and open data principles. Although exact URLs cannot be provided without retrieval, Belgium’s approach to public data governance and publication reflects the presence of such formal planning at the public body level.",0.2935718595981598,0.3817509710788727,0.1172843517120688,0.07526881720430108,0.0038101923016370613,0.07633587786259542,0.7,partial
Belgium,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",no,yes,0,0,0.0,20.0,20.0,20.0,Plociy at the federal level not yet approved,"Belgium, being an advanced European country with well-established open data initiatives, typically has institutional mechanisms to regularly review and update its open data policies and strategies to reflect technological, legal, and societal changes. Such processes often involve periodic evaluations by relevant government agencies or cross-sector working groups to ensure policy relevance and alignment with international standards and user needs.",0.2043314278125763,0.174462229013443,0.0,0.0,0.0,0.0,0.8,partial
Belgium,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",yes,yes,1,1,20.0,20.0,0.0,0.0,"2024:
Flanders Region: https://www.vlaanderen.be/digitaal-vlaanderen/vlaamse-digitale-strategie/vlaamse-datastrategie, Vlaamse Data Strategie, focus on data awareness / ecosystem and governance / quality. 
Walloon Region: part of https://www.wallonie.be/sites/default/files/2021-10/plan_de_relance_de_la_wallonie_octobre_2021.pdf, Plan de Relance de la Wallonie (projects 139 - develop and govern open data, 297 - data centric approach, 298 - operalization of open data) 
2023:
E.g. Flanders Region, part of the general data strategy: https://www.vlaanderen.be/digitaal-vlaanderen/vlaamse-digitale-strategie/vlaamse-datastrategie","Belgium is a federal country with significant devolved powers at the regional level, including in areas related to information policy and digital government. The Flemish Region, Wallonia, and Brussels-Capital Region each have their own digital and open data initiatives and strategies aimed at promoting transparency and data reuse locally. Consequently, it is reasonable to conclude that there are open data policies or strategies at regional or local levels in Belgium.",0.5988192558288574,0.6711773872375488,0.1537151676719028,0.05102040816326531,0.008013277689816592,0.13580246913580246,0.8,partial
Belgium,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",yes,yes,1,1,20.0,20.0,0.0,0.0,"Response to reviewer: the datasets being released are mostly request-driven, in communication with open data users and community. Main points of the plan are listed on pg 7: e.g reduce number of licenses, using DCAT for metadata exchange","Belgium, as an EU member state, has typically aligned its open data strategy with broader European digital policies that emphasize actionable plans. Generally, national strategies in Belgium include clear action plans focused on improving open data availability, enhancing data quality, fostering data reuse, and setting milestones for data publication and platform improvement. Such plans usually outline concrete measures like data catalog enhancements, training for public officials, and promoting data-driven innovation.",0.394283652305603,0.45618605613708496,0.148490987798034,0.09195402298850575,0.007653214729824786,0.1081081081081081,0.7,partial
