country,question_id,dimension,question,response_scoring,final_answer_selected,score_suggestion,justification_generated,confidence,evidence_sufficiency,mode
Belgium,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Belgium monitors open data reuse through the European Data Portal dashboard, which includes reuse examples and impact studies at the member state level. A comparative report scoring each member state, including Belgium, is published, providing an official mechanism to track reuse. This is further supported by recommendations encouraging reuse and communication between data publishers and users to get better usage insights.

## Sources
(1): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(2): CONTRAT D'ADMINISTRATION PLAN STRATÉGIQUE ...
https://finance.belgium.be/sites/default/files/Strategie/Plan_BO2022-24_FR_vFinaal%20%281%29.pdf
(3): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(4): Open data | FOD Financiën
https://fin.belgium.be/nl/over-fod-financien/wie-zijn-we/statistieken-en-analysen/open-data
(5): Justel databank
https://www.ejustice.just.fgov.be/eli/besluit/2025/11/06/2025008782/justel
(6): plan coordonne dans le domaine de l'intelligence artificielle
https://bosa.belgium.be/sites/default/files/content/documents/DTdocs/AI/PlanCoordonn%C3%A9EUonAI.pdf
(7): Inleiding | Data.gov.be
https://data.gov.be/nl/documentatie/inleiding
(8): Centraal Informatiepunt Data Governance Act - BOSA
http://bosa.belgium.be/nl/services/centraal-informatiepunt-data-governance-act",0.9,sufficient,chroma_retrieval_experiment
Belgium,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Belgium has documented evidence of the economic impact of open data reuse. Sector federation Agoria estimated in 2013 that the potential net economic benefit from opening up public sector data could reach 900 million euros annually, indicating significant economic value in terms of innovation and market opportunities. Additionally, the European Commission estimates the total economic benefits across public sector data reuse could be as high as 40 billion euros per year, supporting the broader context. These figures highlight both direct economic benefits and efficiency gains for public administration stemming from open data. The Belgian federal government openly promotes open data as a driver for innovation, entrepreneurship, and economic growth, as referenced in official coalitions and open data strategies. Relevant details can be found on the official data portal data.gov.be and related government publications, which document these impact assessments and expected economic benefits.

## Sources
(1): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(2): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf
(3): Open Data
https://data.gov.be/sites/default/files/content/ea_opendata_202503_nl.pdf
(4): Frequently Asked Questions | Data.gov.be
https://data.gov.be/en/documentation/frequently-asked-questions
(5): Kamer stemt morgen ambitieuze open data-wet | Data.gov.be
https://data.gov.be/nl/news/kamer-stemt-morgen-ambitieuze-open-data-wet
(6): Questions fréquentes | Data.gov.be
https://data.gov.be/fr/documentation/questions-frequentes
(7): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(8): Veelgestelde vragen
https://data.gov.be/nl/documentatie/veelgestelde-vragen",0.9,sufficient,chroma_retrieval_experiment
Belgium,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.","{'yes': 40, 'no': 0, ""i don't know"": 0}",yes,40.0,"Yes, public bodies in Belgium have engaged in measures to better understand reusers' needs to promote open data reuse. The federal government's open data strategy explicitly adopts a demand-driven approach, prioritizing the release of data where there is significant user demand, which reflects efforts to identify and respond to reusers' needs. Furthermore, the establishment of a single federal open data portal consolidates datasets to facilitate easier access and reuse, implying active engagement with user requirements for more efficient and transparent data access. The strategy emphasizes continuous availability of data and the appointment of Open Data champions within government services to embed openness systematically, likely involving consultations or user engagement to optimize reuse potential. Although direct references to surveys or workshops are absent, the emphasis on demand-driven data publication and infrastructure improvements demonstrates concrete activities aimed at better understanding and stimulating reuse.

## Sources
(1): Inleiding | Data.gov.be
https://data.gov.be/nl/documentatie/inleiding
(2): Open Data
https://data.gov.be/sites/default/files/content/fedax-opendata_20230417_fr.pdf
(3): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(4): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(5): Veelgestelde vragen
https://data.gov.be/nl/documentatie/veelgestelde-vragen
(6): Veelgestelde vragen | Data.gov.be
https://data.gov.be/nl/documentatie/veelgestelde-vragen
(7): Questions fréquentes | Data.gov.be
https://data.gov.be/fr/documentation/questions-frequentes
(8): Kamer stemt morgen ambitieuze open data-wet | Data.gov.be
https://data.gov.be/nl/news/kamer-stemt-morgen-ambitieuze-open-data-wet",90.0,sufficient,chroma_retrieval_experiment
Belgium,P1,Policy,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.","{'yes': 40, 'no': 0, 'other': 40}",yes,40.0,"Yes, Belgium has a national open data policy that includes legislation for the transposition of the EU Open Data Directive. The legal framework encompasses multiple regional and federal laws and ordinances implementing the directive. For example, the Brussels-Capital Region's ordinance of 27 October 2016 establishes an open data policy and transposes Directive 2013/37/EU. Similarly, the Walloon Region formalized its open data framework through a decree dated 24 November 2022 regarding the dissemination and reuse of public sector information. At the federal level, there is a law from 4 May 2016, recently amended in December 2023, along with royal decrees, that regulate open data and the reuse of government information. These legal instruments demonstrate Belgium's commitment to fulfilling the EU Open Data Directive requirements. Further details and the legal texts are accessible via the Belgian official open data portal, data.gov.be.

## Sources
(1): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework
(2): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(3): Aspects légaux | Data.gov.be
https://data.gov.be/fr/documentation/aspects-legaux
(4): Rechtlicher Rahmen | Data.gov.be
https://data.gov.be/de/dokumentation/rechtlicher-rahmen
(5): Open en DGA Data
https://data.gov.be/sites/default/files/content/gcloud_opendata_dga_202511_nl.pdf
(6): Wettelijk kader
https://data.gov.be/nl/documentatie/wettelijk-kader
(7): Wettelijk kader | Data.gov.be
https://data.gov.be/nl/documentatie/wettelijk-kader
(8): Open Data
https://data.gov.be/sites/default/files/content/ea_opendata_202503_nl.pdf",95.0,sufficient,chroma_retrieval_experiment
Belgium,P13,Policy,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model","{'yes': 40, 'no': 0}",yes,40.0,"Yes, Belgium has a governance structure enabling participation and inclusion of various open data stakeholders. The establishment of a functional committee, the ""open data-comit,"" is explicitly detailed in the Royal Decree of 2019. This committee's role includes stimulating open data publication, encouraging reuse of administrative documents, and organizing consultation among public authorities, reflecting a multi-stakeholder governance model. The committee operates under the Federal Public Service Policy and Support Directorate-General for Simplification and Digitalization, which also manages its secretariat and chairmanship, indicating a centralized coordination mechanism. Additionally, Belgium’s open data policies are aligned with the European Directive on open data and reuse of public sector information, integrating legal and institutional frameworks that support stakeholder involvement at federal and subnational levels.

## Sources
(1): Justel databank
https://www.ejustice.just.fgov.be/eli/besluit/2025/11/06/2025008782/justel
(2): plan coordonne dans le domaine de l'intelligence artificielle
https://bosa.belgium.be/sites/default/files/content/documents/DTdocs/AI/PlanCoordonn%C3%A9EUonAI.pdf
(3): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf
(4): Overzicht van subsidies
https://bosa.belgium.be/sites/default/files/content/documents/2024%2007%2005%20-%20SR%20Subsidies%20-%20Rapport%20(finaal).pdf
(5): Questions fréquentes | Data.gov.be
https://data.gov.be/fr/documentation/questions-frequentes
(6): Centraal Informatiepunt Data Governance Act - BOSA
http://bosa.belgium.be/nl/services/centraal-informatiepunt-data-governance-act
(7): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(8): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf",90.0,sufficient,chroma_retrieval_experiment
Belgium,P16,Policy,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.","{'all public bodies': 20, 'the majority of public bodies': 15, 'approximately half of the public bodies': 10, 'few public bodies': 5, 'none of the public bodies': 0, 'not applicable': 20}",the majority of public bodies,15.0,"Yes, the majority of local and regional public bodies in Belgium conduct open data initiatives. The legal framework for open data is well established across different levels of government, including federal, regional (Flanders, Wallonia, Brussels-Capital), and local authorities, through various decrees and ordinances enacted between 2016 and 2022. Belgium’s open data portals aggregate over 15,000 datasets from federal, regional, and local public bodies, demonstrating broad participation. The federal open data strategy is actively pursued and reinforced, including collaboration agreements with regional authorities to tailor open data policies to each federated entity’s needs. Furthermore, there are specific governance structures and legal mandates obliging public bodies to publish data ""open by default,"" unless there are justified exceptions. These elements jointly support the conclusion that most public bodies, including at local and regional levels, engage in open data publishing and initiatives.

## Sources
(1): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(2): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(3): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework
(4): Aspects légaux | Data.gov.be
https://data.gov.be/fr/documentation/aspects-legaux
(5): Centraal Informatiepunt Data Governance Act - BOSA
http://bosa.belgium.be/nl/services/centraal-informatiepunt-data-governance-act
(6): Questions fréquentes | Data.gov.be
https://data.gov.be/fr/documentation/questions-frequentes
(7): Open data: juridisch advies - BOSA - Belgium.be
http://bosa.belgium.be/nl/services/open-data-juridisch-advies
(8): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf",85.0,sufficient,chroma_retrieval_experiment
Belgium,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.","{'yes': 40, 'no': 0, 'not applicable': 40}",yes,40.0,"Belgium has a national open data strategy as evidenced by the federal open data strategy approved by the Ministerraad on 24 July 2015, which outlines a vision and concrete actions through 2020. The strategy emphasizes proactive data publication, free reuse without source attribution, prioritization of high-demand datasets, and technical standards to facilitate reuse. The strategy is further reinforced in the federal coalition agreement 2025-2029, committing to maximizing open, linked data availability compliant with GDPR. The strategy URL is https://data.gov.be/nl/news/federale-open-data-strategie.

## Sources
(1): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(2): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework
(3): Kamer stemt morgen ambitieuze open data-wet | Data.gov.be
https://data.gov.be/nl/news/kamer-stemt-morgen-ambitieuze-open-data-wet
(4): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf
(5): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(6): Open data: juridisch advies - BOSA - Belgium.be
http://bosa.belgium.be/nl/services/open-data-juridisch-advies
(7): Federale open data-strategie | Data.gov.be
https://data.gov.be/nl/news/federale-open-data-strategie
(8): FEDERAAL REGEERAKKOORD 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Regeerakkoord-Bart_De_Wever_nl.pdf",0.95,sufficient,chroma_retrieval_experiment
Belgium,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.","{'yes': 20, 'no': 0}",yes,20.0,"Yes, Belgium has established data publication plans at the public body level, rooted in comprehensive legal and policy frameworks. The federal Law of 4 May 2016 on the reuse of public information, amended on 25 December 2023, alongside regional decrees such as the Flemish Bestuursdecreet (7 December 2018) and the Brussels ordinance (27 October 2016), provide a structured basis for open data publication obligations for public bodies. Implementation is supported by the federal open data portal data.gov.be, which consolidates metadata and links to datasets maintained by various government entities, ensuring coordinated and standardized publication practices. These frameworks emphasize open, machine-readable, and legally compliant data releases, aligned with the EU Directive 2019/1024 on open data and public sector information reuse. The detailed guidance promotes automatic metadata harvesting and minimal additional workload for public services, reinforcing a planned and consistent approach to data publication across public bodies. URL: https://data.gov.be/nl/documentatie/wettelijk-kader

## Sources
(1): plan coordonne dans le domaine de l'intelligence artificielle
https://bosa.belgium.be/sites/default/files/content/documents/DTdocs/AI/PlanCoordonn%C3%A9EUonAI.pdf
(2): Open Data
https://data.gov.be/sites/default/files/content/opendata_20201103_fr.pdf
(3): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(4): Overzicht van subsidies
https://bosa.belgium.be/sites/default/files/content/documents/2024%2007%2005%20-%20SR%20Subsidies%20-%20Rapport%20(finaal).pdf
(5): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(6): Justel databank
https://www.ejustice.just.fgov.be/eli/besluit/2025/11/06/2025008782/justel
(7): Wettelijk kader
https://data.gov.be/nl/documentatie/wettelijk-kader
(8): Wettelijk kader | Data.gov.be
https://data.gov.be/nl/documentatie/wettelijk-kader",90.0,sufficient,chroma_retrieval_experiment
Belgium,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy","{'yes': 20, 'no': 0}",yes,20.0,"Belgium has formal legal frameworks that have been updated recently to ensure the open data policy remains current and compliant. The federal Law of 4 May 2016 on open data was modified on 25 December 2023 to transpose the 2019 EU Open Data Directive. Also, several decrees and ordinances at regional levels have been enacted or amended (e.g., Brussels Ordinance of 2016, Flemish decrees of 2018 and 2021) to maintain alignment with evolving EU standards. These reflect established revision and update processes embedded in the legislation governing open data.

## Sources
(1): Overzicht van subsidies
https://bosa.belgium.be/sites/default/files/content/documents/2024%2007%2005%20-%20SR%20Subsidies%20-%20Rapport%20(finaal).pdf
(2): Les réutilisateurs peuvent-ils vous contacter par e-mail ?
https://data.gov.be/sites/default/files/content/opendata-checklist-202304-fr.pdf
(3): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf
(4): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework
(5): Justel databank
https://www.ejustice.just.fgov.be/eli/besluit/2025/11/06/2025008782/justel
(6): Wettelijk kader
https://data.gov.be/nl/documentatie/wettelijk-kader
(7): Wettelijk kader | Data.gov.be
https://data.gov.be/nl/documentatie/wettelijk-kader
(8): Centraal Informatiepunt Data Governance Act - BOSA
http://bosa.belgium.be/nl/services/centraal-informatiepunt-data-governance-act",90.0,sufficient,chroma_retrieval_experiment
Belgium,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.","{'yes': 20, 'no': 0, 'not applicable': 20}",yes,20.0,"Yes, there are open data policies and strategies at the regional level in Belgium. Evidence indicates that the Brussels-Capital Region has issued an implementing decree dated 1 February 2018 related to the establishment and execution of an open data policy, as part of transposing EU directives on the reuse of public sector information. Additionally, Wallonia has enacted a decree on 24 November 2022 concerning the dissemination of open data, which shows regional-level legal frameworks beyond the federal policy. These regional documents complement the national laws and demonstrate active governance tailored to specific regions. This regional-level policy approach aligns with Belgium's federal structure, where open data initiatives are legally established and promoted at regional governance levels.

## Sources
(1): Centraal Informatiepunt Data Governance Act - BOSA
http://bosa.belgium.be/nl/services/centraal-informatiepunt-data-governance-act
(2): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework
(3): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(4): Overzicht van subsidies
https://bosa.belgium.be/sites/default/files/content/documents/2024%2007%2005%20-%20SR%20Subsidies%20-%20Rapport%20(finaal).pdf
(5): Justel databank
https://www.ejustice.just.fgov.be/eli/besluit/2025/11/06/2025008782/justel
(6): Open Data Best Practices
https://data.gov.be/sites/default/files/content/opendatabestpractices_202304_nl.pdf
(7): Questions fréquentes | Data.gov.be
https://data.gov.be/fr/documentation/questions-frequentes
(8): ACCORD DE COALITION FÉDÉRALE 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Accord_gouvernemental-Bart_De_Wever_fr.pdf",90.0,sufficient,chroma_retrieval_experiment
Belgium,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.","{'yes': 20, 'no': 0}",no,0.0,"No evidence was found indicating that Belgium's national open data strategy or policy includes a dedicated action plan with specific implementation measures. The reviewed documents reference strategic and legal frameworks related to data policies and other policy domains such as AI and finance, but none explicitly present an operational delivery plan, roadmap, or concrete milestones focused on open data. While regional legal instruments and general strategies supporting open data exist, no comprehensive coordinated national action plan or implementation roadmap with detailed measures for the open data field was identified. Thus, the policy lacks an articulated action plan specifying concrete steps to be implemented nationally in the open data area.

## Sources
(1): plan coordonne dans le domaine de l'intelligence artificielle
https://bosa.belgium.be/sites/default/files/content/documents/DTdocs/AI/PlanCoordonn%C3%A9EUonAI.pdf
(2): CONTRAT D'ADMINISTRATION PLAN STRATÉGIQUE ...
https://finance.belgium.be/sites/default/files/Strategie/Plan_BO2022-24_FR_vFinaal%20%281%29.pdf
(3): FEDERAAL REGEERAKKOORD 2025-2029
https://www.belgium.be/sites/default/files/resources/publication/files/Regeerakkoord-Bart_De_Wever_nl.pdf
(4): Assessment report Spending reviews. - BOSA
https://bosa.belgium.be/sites/default/files/publications/documents/Assessment%20report%20spending%20reviews%20v2024-12-20.pdf
(5): PLAN STRATÉGIQUE 2025-2029
https://fin.belgium.be/sites/default/files/media/documents/Plan%20strat%C3%A9gique%202025-2029.pdf
(6): EXPOSÉ D'ORIENTATION POLITIQUE (*) ...
https://diplomatie.belgium.be/sites/default/files/2022-10/EOP-Beleidsverklaring-Hadja-Lahbib-oktober-2022.pdf
(7): Concertation Portails de données ouvertes
https://data.gov.be/sites/default/files/content/opendataportals_201904_fr.pdf
(8): Legal framework | Data.gov.be
https://data.gov.be/en/documentation/legal-framework",90.0,sufficient,chroma_retrieval_experiment
Bulgaria,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","{'yes': 20, 'no': 0}",no,0.0,"No, there is no explicit or near-explicit formal definition of open data reuse found within the reviewed Bulgarian official documents. The available evidence emphasizes the importance and benefits of open data reuse, such as supporting economic and social development, improving public services, and fostering innovation, as seen in the Digital Transformation Strategy and open data initiatives documentation. However, these references primarily describe goals, potential impacts, and uses of open data rather than providing a precise or formal definition of the concept of open data reuse. Benchmarking, monitoring, and impact measurement approaches mention reuse in general terms without defining it explicitly. Thus, while open data reuse is clearly recognized as valuable, a formal or official definition specific to Bulgaria has not been articulated in the cited policy or methodological sources.

## Sources
(1): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Untitled source
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(3): ЦИФРОВА ТРАНСФОРМАЦИЯ НА БЪЛГАРИЯ ЗА ...
https://www.mtc.government.bg/sites/default/files/cifrova_transformaciya_na_bulgariya_za_perioda_2020-2030.pdf",90.0,sufficient,chroma_retrieval_experiment
Bulgaria,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, public bodies in Bulgaria have established systematic processes for gathering reuse cases of public sector information. According to the annual report from the Ministry of the Council of Ministers' administration, a significant number of administrations have defined internal rules concerning the reuse of public sector information and have appointed responsible data officers as mandated by the regulation. These bodies submit regular reports about reuse activities, which are compiled by the State Agency for Electronic Governance into triannual consolidated reports. These reports are publicly released and also sent to the European Commission, reflecting an organized and recurring approach to monitoring reuse cases. This systematic collection and reporting mechanism go beyond isolated examples, indicating a structured process for gathering and showcasing reuse instances within public administrations.

## Sources
(1): от 30 април 2026 година
https://iisda.government.bg/annual_report_file/703_4605
(2): ЗАКОН за достъп до обществена информация
https://www.me.government.bg/bg/files/download?hash=f71cda973a7d9c99817eda1132617ac40c9bc63f
(3): ЗАКОН за достъп до обществена информация
https://www.me.government.bg/files/download?hash=f71cda973a7d9c99817eda1132617ac40c9bc63f
(4): РЕГЛАМЕНТИ
https://www.mtc.government.bg/sites/default/files/regulation_2022_868_data_governance_act-bg.pdf
(5): Untitled source
https://www.ipa.government.bg/sites/default/files/metodika_korektura_all.pdf
(6): КАТАЛОГ 2023
https://www.ipa.government.bg/sites/default/files/katalog_ipa_2023.pdf
(7): ЗАКОН ЗА ДОСТЪП ДО ОБЩЕСТВЕНА ИНФОРМАЦИЯ
https://www.navet.government.bg/bg/media/zdoi-2022-g.pdf
(8): Izsledvane_EP-001.p65
https://www.ipa.government.bg/sites/default/files/european_good_practices.pdf",0.95,sufficient,chroma_retrieval_experiment
Bulgaria,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, there is data on the impact of open data on governmental challenges in Bulgaria derived from systematic investigations and research studies. The 2011 European Commission study on Pricing of Public Sector Information and the 2012 Open Data Research Network report offer frameworks and indicators to measure direct and indirect economic effects as well as other impacts such as social and organizational benefits from open data reuse. Additionally, Bulgaria’s National Association of Municipalities provides portfolios of good governance measures including transparency and efficiency, indicating government-level interest in monitoring open data outcomes. These sources confirm the existence of systematic approaches and indicators to assess how open data contributes to improved transparency, effectiveness, and decision-making capacity in Bulgaria. The concrete URLs for these sources include the IPA government PDF document consolidating these references: https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf

## Sources
(1): Untitled source
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf",0.9,sufficient,chroma_retrieval_experiment
Bulgaria,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",no,0.0,"No, there is no specific data or documented evidence available from Bulgaria that quantifies the social impacts of open data reuse on challenges such as inequality, healthcare, or education. While there are references to general frameworks and indicators for assessing economic, cultural, social, and political effects of open data based on European Commission studies and global open data research networks, these do not constitute country-specific impact assessments or systematic investigations demonstrating measurable social outcomes in Bulgaria. The available documentation mainly discusses potential indicator frameworks and general monitoring approaches without concrete evidence or case studies showing actual reuse effects on social challenges.

## Sources
(1): Untitled source
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf",90.0,partial,chroma_retrieval_experiment
Bulgaria,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Bulgaria has processes in place to monitor the reuse of its open data. The country employs indicators to assess the economic, cultural, social, political, and organizational effects of open data initiatives, as described in the document on open data and transparent governance. This includes referencing frameworks such as the Open Data Research Network's 2012 report, which proposes key indicators for evaluating open data reuse and its impact. Furthermore, Bulgaria has committed to establishing sustainable monitoring mechanisms to track open data provision and reuse, as reflected in the policy discussions and conference outcomes on open data and transparent governance. These processes aim not only at measuring reuse but also at supporting administrative transparency and engagement with civil society. Relevant official resources include the IPA publication on open data and transparent governance (https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf) and the Bulgarian Institute of Public Administration's conference summary (https://www.ipa.government.bg/bg/novini/konferenciya-otvoreni-danni-i-prozrachno-upravlenie).

## Sources
(1): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Untitled source
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(3): Конференция „Отворени данни и прозрачно управление“ | ИНСТИТУТ ПО ПУБЛИЧНА АДМИНИСТРАЦИЯ
https://www.ipa.government.bg/bg/novini/konferenciya-otvoreni-danni-i-prozrachno-upravlenie",90.0,sufficient,chroma_retrieval_experiment
Bulgaria,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",no,0.0,"No, there is no direct evidence from Bulgaria specifically quantifying the economic impact of open data reuse, such as on GDP, employment, innovation, or new business creation. The available sources reference European Commission studies and general international frameworks that outline approaches to measuring economic effects of public data opening, including indicator suggestions from the Open Data Research Network and others. However, these references serve more as methodological guidance rather than reporting concrete impact data or systematic investigations conducted within Bulgaria itself. Bulgarian reports mention potential frameworks and the value of indicators for assessing economic and other effects, but lack presentation of actual quantified economic results or systematic impact assessments specific to the country’s open data initiatives.

## Sources
(1): Untitled source
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf
(2): Отворени данни и прозрачно управление - ИПА
https://www.ipa.government.bg/sites/default/files/open_data_and_open_government.pdf",90.0,partial,chroma_retrieval_experiment
